       -0.249        0.241       -1.700
       -0.799        0.441        2.543
        1.095       -1.311       -0.553
       -1.469       -0.148        0.007
       -1.530        2.264       -0.306
        1.790       -0.057        0.031
       -0.027        1.327       -0.961
        0.748        0.236       -1.868
        0.785       -0.395       -1.516
       -1.419       -1.343        2.115
        0.088       -0.874        2.456
       -2.621       -0.513        1.035
       -0.068       -2.607       -1.222
       -0.471        1.853        2.512
        0.983       -1.697       -1.136
        0.175       -2.939       -0.629
        0.082        1.708       -2.245
       -1.718        1.414        2.001
        0.586       -1.090       -2.687
       -1.881       -1.223       -0.375
        0.775        1.233        1.338
        0.787       -1.611        1.729
       -2.106       -0.021        1.034
        0.874       -0.634        1.535
        1.112        1.081       -0.177
       -1.050        0.938        0.373
       -2.623        0.757       -1.121
        0.352       -1.115        1.528
        0.510        1.880        1.334
        0.308        0.110       -1.330
        2.427        1.469        0.781
        2.587       -0.960       -1.419
        2.479        1.180       -1.016
        0.365       -0.499       -0.961
       -1.813        1.748       -0.690
       -1.358       -0.744       -0.355
        0.355        1.075       -2.246
        0.531        1.195       -0.571
        1.496       -1.215       -1.127
       -1.599        1.104        0.009
        0.076       -1.856        0.541
        2.282       -1.036       -0.494
        1.095       -0.637       -2.666
       -0.863        2.102       -1.336
        1.709       -2.529        0.033
       -1.232       -1.324       -1.408
       -1.385       -0.110       -1.407
        2.403       -1.719       -0.460
        0.733       -0.634        2.737
       -0.972        2.445        1.364
       -1.303       -0.102       -2.125
       -2.217        1.195        0.347
        2.971       -0.049        0.273
       -2.276       -0.384        1.616
        0.157       -0.876        0.333
       -2.417        1.851       -0.397
       -2.049        0.648       -1.457
       -1.267        1.617       -0.321
       -2.495       -1.103       -0.063
        0.243        1.858        0.146
        1.491        1.949        0.105
        0.148        1.352        1.643
        1.717        0.927       -0.495
        1.526        1.187       -2.012
        1.358        0.105       -1.499
       -1.064       -2.168        0.853
        1.500        0.790       -1.472
       -1.164        1.611       -1.764
       -1.573       -1.100        0.946
        2.438        1.135        0.148
       -1.703       -2.395       -1.065
       -0.791       -0.247       -1.022
        1.264        0.066       -2.653
        1.151       -1.239       -2.288
       -2.678        0.111       -0.048
       -0.816       -0.857        0.039
        1.241       -2.005       -0.587
       -1.398       -0.729        0.350
       -2.538       -1.111        0.668
        1.763        1.627        0.707
        2.965        0.588       -0.130
       -0.356       -1.357        0.294
        0.875        1.718       -0.177
       -0.364       -1.111       -2.523
        1.269       -1.589        0.615
       -2.610        0.148       -0.771
        0.523        2.220        1.908
       -0.465        1.150        1.353
       -0.818       -1.503        1.804
        0.585        1.189       -1.300
        1.117       -1.951        1.173
       -0.685       -2.073        1.439
       -2.004        0.021       -1.098
        0.394       -2.166       -0.021
       -1.696        1.057        1.411
       -0.524       -1.702        0.863
        1.979        0.633        0.072
       -1.268       -0.703       -1.773
        1.893       -0.056       -1.101
       -1.147       -1.590        1.200
       -0.708       -0.501        1.597
       -2.561        0.114       -1.476
       -0.463        0.815        0.758
        0.054        2.480       -1.280
       -1.955        1.703        1.416
       -0.620       -2.046       -0.702
        1.673       -0.739       -2.280
       -0.429        0.815        0.072
       -0.237       -0.376       -0.652
        0.878        0.044        2.753
       -0.623       -1.111        1.235
        0.692       -0.755       -2.106
       -2.261        1.193        1.020
       -0.098        1.347       -0.217
       -1.398       -1.049       -2.342
       -1.308       -1.958        1.766
        0.274        0.706       -1.663
        2.300        0.378        1.665
        2.955       -1.147        0.885
        1.642       -0.093        1.227
        2.453       -0.243       -1.458
       -2.205        0.576        1.395
        0.742       -2.061        0.595
       -1.934        0.005       -1.793
       -0.656        1.143        2.512
        2.161        1.445       -0.445
       -1.910        1.727        0.716
        1.739        1.283        0.103
        1.367       -2.671       -0.558
        2.165       -0.286        1.664
        0.709       -0.985        2.124
        1.440       -1.206        0.070
        0.845        2.404        1.015
       -0.959       -1.240        0.618
       -1.803       -1.185       -1.788
        0.717       -2.469       -0.589
        2.457       -0.911        0.486
       -1.809       -1.823       -0.016
        1.036       -2.356        0.012
        1.787        1.313       -1.069
        0.578        0.524        1.306
        1.185       -3.004        0.014
        1.970       -0.714        0.066
       -0.189       -0.359       -1.351
       -0.727        1.457        0.776
       -1.686       -0.512        1.274
        0.596       -2.414        1.185
        2.625       -0.555       -0.091
        0.218        0.086        0.073
       -2.100       -1.579        0.917
        0.624       -0.130       -2.461
        1.418       -1.557       -1.745
       -0.762       -0.219       -1.723
       -0.867       -1.830        0.279
        0.285        1.853       -0.561
       -2.118        1.235       -1.064
       -0.859       -0.598       -2.350
       -0.727        1.814        1.383
       -0.287       -0.733       -1.939
        2.037       -0.736       -1.095
        2.807       -0.445        0.866
       -0.322        2.011       -0.239
        1.137        1.410        0.441
       -0.553        1.479       -2.044
       -1.181        2.761       -0.637
       -0.842       -0.245       -0.308
        0.226       -2.049        1.703
       -0.648       -1.440       -1.011
       -2.600       -0.527        0.314
       -1.934       -0.606       -0.737
       -0.542        2.646       -0.947
        2.008        0.949        0.671
       -0.919        0.342       -0.678
        1.201        0.060        0.374
        3.026       -0.095       -0.430
        0.908        0.915       -1.857
        0.768        0.886        0.732
       -0.185        0.304        2.213
       -0.645        2.658        0.467
       -2.699        0.746       -0.413
       -1.077        0.941        1.076
        1.623        0.602        2.426
       -0.380        1.982        0.457
       -0.960       -0.257        2.462
       -1.409        0.232        2.254
        2.115       -0.590        1.037
       -0.892       -0.914        2.164
        0.497        1.534        0.747
        0.166        1.691        2.231
       -0.345        0.228       -0.282
       -1.065       -0.629        0.973
       -0.716       -0.841       -1.400
       -0.246        1.981       -1.698
        0.933       -1.684        0.003
       -0.781       -2.441       -0.116
        0.281        0.094       -0.617
       -2.370       -1.666       -1.134
       -2.709        1.356       -0.753
       -0.995        2.082        0.755
        0.368        2.218       -1.855
        1.598       -0.838       -0.552
       -0.015        2.839        0.749
        0.493        1.191        0.137
        0.881       -0.026       -0.949
       -1.897       -0.593       -1.436
        2.540        0.474        0.493
       -0.029        0.674        1.614
        2.611       -1.620        0.498
        0.197       -1.484        2.119
       -2.188       -0.991        1.264
       -1.301        1.614        0.384
       -0.191       -0.024        1.606
        1.380       -0.525       -1.157
       -1.566        2.275        0.382
        2.308       -1.305        1.082
        0.144        0.684        0.440
        1.898        2.084       -0.450
        0.646        2.357       -0.884
       -2.740        0.713        0.286
        3.124       -0.746        0.307
       -1.768       -1.789       -1.430
       -0.389        0.831       -0.637
       -0.277       -1.953       -0.060
       -1.850       -0.842        1.871
       -1.481        0.481       -1.065
       -0.653        0.460        1.333
        1.816        0.921        1.874
       -0.083       -2.192        1.104
       -2.074        0.630       -0.745
       -1.856       -1.208       -1.079
       -1.351        1.579        1.091
       -2.468       -1.073       -0.749
       -0.851       -2.178       -2.119
       -1.668       -2.052        1.166
        0.259       -0.854       -1.549
        0.239        0.692       -0.963
       -1.093        1.635        2.255
       -1.268        0.587        1.658
        1.314       -1.153        1.778
        0.237        2.200        0.744
       -1.889        0.686        2.011
       -1.474        1.075       -2.089
        1.628       -1.474        1.243
        1.472       -0.116        2.413
        0.591        0.196        0.691
        2.601        0.497       -1.438
        0.418       -0.169        1.279
       -0.588        2.643       -0.247
       -2.550       -0.477       -0.399
       -0.345       -1.940        2.061
        0.321        1.849       -1.277
       -0.974        0.343        0.730
       -0.256       -2.297       -1.823
       -1.301       -1.351       -0.003
       -1.150       -2.569       -0.724
       -2.304        1.169        1.740
       -1.865        1.744        0.021
       -0.294       -0.390        0.066
        0.232        2.525        1.335
        0.868        1.697       -0.886
       -1.438        0.485       -1.769
       -1.503       -0.140        0.697
        1.643       -1.893       -1.113
       -2.814        1.322        0.662
        1.227        2.228       -0.508
       -0.811       -1.199       -1.986
       -1.362       -1.678       -2.000
        1.468        2.274        0.730
       -2.482        1.856        0.303
        1.751       -1.513       -0.536
       -0.955        2.160        0.066
        2.096       -1.387        0.081
       -1.416       -0.133       -0.713
       -1.983       -0.603       -0.032
       -0.743       -0.827       -0.671
       -0.366        2.327        1.058
        0.849       -0.044       -0.220
       -1.179       -1.936       -1.038
       -0.345       -0.013        2.806
       -1.456        2.262       -1.013
       -1.206       -1.952       -0.344
        1.580       -1.874        0.020
        1.942       -1.093       -1.683
       -0.283        0.832       -2.085
       -2.702        0.103        1.345
       -1.256        2.724        0.782
        1.619       -0.417        0.607
        2.541        0.121       -0.860
       -0.445       -0.752        0.664
        1.900       -2.201       -0.518
        0.596        0.867        1.913
        2.336        0.095        1.045
       -2.172        0.586        0.694
       -0.494        2.598       -1.651
       -1.243       -0.998        1.548
       -0.641        1.463       -0.631
        0.926        2.087       -1.461
       -0.911        0.960       -1.728
       -0.121       -2.636       -0.036
       -0.255       -1.325       -1.585
       -1.268       -1.332       -0.718
       -0.480       -2.735       -0.673
        2.306       -0.231        0.451
        0.733       -1.355       -1.738
        1.812        0.612        1.263
        2.406        0.769       -0.472
       -1.488       -1.694        0.588
        1.023        0.054        1.564
        1.214       -0.283       -2.062
       -1.341        1.950        1.690
        1.356        0.413       -0.198
        1.547        1.963       -1.082
