       -2.482        1.015       -0.873
       -1.638        1.674       -2.722
       -3.059       -2.070       -0.988
        1.615        0.255        3.452
       -2.449       -0.637        0.605
       -0.322       -1.623       -1.280
       -1.269       -1.951       -0.582
       -1.130       -2.601       -0.335
        0.107       -1.287       -0.169
       -0.789       -1.859       -2.760
        2.638        0.085        2.215
        2.338        3.345        1.232
       -1.388       -1.164        2.817
        2.208       -2.604        1.041
        0.591        2.093        2.820
        1.082       -2.649        0.590
        0.998        1.966       -0.708
        0.618        3.023       -2.447
        2.101       -1.539        1.384
       -0.751        1.871        2.965
        1.195       -0.871        0.840
       -1.621        3.240       -0.110
       -1.692        2.524       -1.610
       -0.526       -3.037        1.394
       -1.096        1.655       -0.468
        1.710        2.066       -0.773
        0.031       -2.439       -2.568
       -0.411        2.168        0.020
        0.755        0.882       -1.171
        2.920       -0.309       -2.171
       -2.264       -1.839        0.641
        0.527        2.950       -0.106
       -2.743        0.796       -0.253
        0.608       -0.005       -0.344
       -1.714        2.938       -1.049
       -2.128       -0.091        0.933
        2.744        2.901        0.854
       -1.819        1.972        0.163
       -2.413        0.158        2.103
       -0.472        0.352        0.125
        2.215       -0.971       -0.416
       -1.496        1.315       -1.536
       -1.664        1.654        1.342
        0.176       -2.921        1.287
        0.919       -0.667        2.018
       -2.721        0.339       -0.789
       -2.958       -1.523        1.304
        0.002       -0.653        3.620
       -0.430       -0.510        3.116
       -2.477        0.538       -1.427
       -1.127        0.431       -2.515
        2.271        2.103        1.529
       -1.293        2.855       -0.547
        1.507       -1.898       -1.851
        1.304       -0.332       -0.966
        2.267       -0.458       -2.195
        0.634        0.764        1.200
       -0.701       -1.074        2.768
        1.024        1.509       -1.255
       -0.049       -0.993       -1.339
        1.740        1.656        2.776
       -3.105       -0.716        0.681
       -1.125       -0.006       -3.067
        0.109       -3.664       -0.197
        1.001       -0.338        2.930
        2.280        0.403       -1.064
        1.923        3.466        0.676
        2.330        0.927       -2.831
        1.530        1.987       -2.457
       -0.434       -2.180        0.516
       -1.585       -1.298        1.128
        0.556        2.056       -1.222
       -2.085       -2.170        1.849
       -1.881       -3.032       -1.214
        1.367       -1.216        2.001
       -1.022        0.798        2.491
       -0.993        3.387       -0.218
       -0.402        1.310       -1.113
       -1.501        0.877       -2.097
       -1.767        1.097       -0.930
       -0.535       -1.627       -3.332
        0.871       -2.074        2.687
       -0.900       -3.135       -2.418
        2.253       -1.848        2.504
       -0.450       -2.498       -0.431
        0.633        2.615       -2.967
        1.419        1.843       -0.131
        0.300       -2.069        0.441
        1.658        2.926        0.366
        2.303       -0.428        1.916
       -0.340        0.458        1.851
       -1.109        2.093        0.104
       -0.633        2.755        2.134
        0.536        0.856       -3.223
        1.126        2.060        1.029
        1.508        2.413       -1.916
        2.376        1.775        2.674
       -1.674       -3.017        0.904
       -2.628       -1.175       -1.670
       -2.526        0.243       -2.375
       -2.477        1.452       -0.343
       -0.342        1.316        2.945
       -1.126       -0.150        3.677
        1.675        0.862       -2.790
       -2.010       -1.176        0.587
       -1.170        0.680        0.759
       -3.303       -0.414       -0.500
        3.369        1.660        1.477
       -0.884        0.647       -3.125
        1.028        1.089        2.302
        0.777       -3.214        0.287
        1.260        2.188       -1.310
       -2.736        1.220        0.297
        0.640        1.220        1.723
        2.268        1.630        0.981
        0.887       -2.520        2.178
       -2.379        2.811       -0.991
       -0.087        1.097       -2.267
        1.276        1.754       -1.852
       -1.118       -0.599        3.158
        0.168       -1.538       -3.396
        1.227       -2.110       -1.204
       -1.334       -0.644        1.056
        2.797        2.076       -0.255
       -0.802        0.989       -2.183
        1.157        1.206       -0.057
       -2.234        0.425       -2.965
        2.211        0.652        2.234
       -1.829       -0.086       -2.971
       -0.499       -2.739        2.296
        0.275        0.016        3.581
       -0.034       -2.603        0.105
        0.831        1.416       -2.943
       -2.652        1.307       -2.031
        0.230       -0.765        2.103
        3.016       -0.746        1.250
        1.226        0.538       -3.842
        4.055        0.865        0.269
       -1.706        0.725        2.592
        1.233        2.632       -0.763
       -0.248       -0.218       -1.967
       -1.503       -0.320       -0.117
       -2.199        0.826        2.028
       -2.986        0.152       -0.181
        0.175        1.736       -2.350
        0.398        2.382       -2.357
       -0.706       -2.723        0.200
        0.370       -3.029       -0.266
       -3.537       -1.079       -0.424
       -3.426        0.705       -0.173
       -1.914        1.443        1.944
       -1.645        2.073        1.898
        1.172       -0.875       -3.228
        0.611       -3.051        1.827
        1.265       -2.920        1.754
        1.827       -1.321        2.559
        0.840       -1.637       -0.825
       -0.734        2.818       -2.295
        2.135       -2.951        0.085
       -0.351       -0.762       -0.173
        2.345       -2.059       -0.741
        0.556        3.286        0.824
       -3.075       -0.405        1.590
       -2.069       -1.713        2.361
        0.008       -1.848        1.616
       -1.581        0.547       -3.062
        0.735       -0.769       -3.738
       -2.332       -0.106       -1.193
       -1.010        3.015       -1.150
       -2.694       -1.726        0.121
        1.759       -0.877       -0.971
       -0.576       -1.863       -0.659
        1.247       -3.669        0.227
       -1.444       -1.628       -1.751
       -1.939        1.016        1.425
        2.520       -2.075        1.352
       -1.267        1.987       -1.623
       -1.663       -1.862        2.878
       -0.501       -0.847       -1.890
        1.681        2.492       -0.224
        2.078       -1.124        1.950
       -1.311       -2.306       -1.503
        0.774        3.190       -0.730
       -2.885       -2.679       -0.759
       -0.972       -1.727        2.879
       -0.082        2.013        2.913
        0.200        1.335        1.193
        0.982        1.939        3.348
       -0.154       -3.476        0.980
        2.733        1.078        0.962
        0.462       -2.552       -2.042
        0.759        1.286        3.449
        1.052        3.328       -1.311
        1.055       -0.529       -0.331
       -1.539       -0.517        2.628
        2.014        1.413        1.605
       -0.903        2.516        2.712
       -0.196       -0.629        1.554
       -0.302        2.283       -2.317
       -0.914        0.452       -0.429
       -1.625       -0.869       -2.382
        2.964        0.107       -1.679
        0.563        1.618       -1.803
       -0.690       -1.941        1.693
        1.858        1.290       -0.139
        3.540        0.088        0.592
       -0.093       -3.131        1.902
        3.239        1.092       -0.793
       -0.073       -2.975       -0.819
       -1.222        1.095        1.328
        1.090        2.068       -3.001
        1.459       -0.668        0.228
        1.345       -0.798        2.567
       -1.375       -1.627        2.302
       -1.512        0.897        1.958
       -1.214        1.542        1.887
        3.294       -0.980        0.103
       -2.200       -0.422       -0.003
        3.113        1.425        2.042
        1.605       -0.589       -2.127
        1.484        0.098        1.741
       -3.384       -1.371        0.722
        1.006        1.092       -1.777
       -2.872       -0.980       -0.496
       -2.815       -0.185        0.996
        0.305        0.981       -1.709
        0.080       -0.866        0.383
        1.356       -1.239       -2.060
       -2.500        2.299        0.752
        1.267        3.366        0.754
        2.088        2.804        0.920
       -0.190       -1.087       -3.033
       -0.169        2.416       -0.583
       -0.821        0.192       -3.653
        0.381        2.840       -1.845
       -0.184        0.743       -3.170
        1.611       -0.128       -1.581
        0.539       -0.221        2.426
        0.786        2.719       -1.273
       -1.476       -1.215       -1.216
        2.550       -1.846       -1.332
        1.824        2.598        1.522
        1.223       -1.308        0.282
       -1.835        0.330       -2.457
       -0.774       -0.627       -0.711
       -0.374       -2.289       -3.094
        1.888        0.909        3.323
       -0.294        3.491       -0.254
       -2.852       -2.400        0.198
        1.409       -2.095        0.895
        0.469       -0.137       -2.035
       -0.524        1.205        1.251
       -0.938       -1.196       -2.992
        1.834        2.933        2.466
       -0.637       -0.535        1.005
       -0.247       -2.627       -1.942
       -1.775        1.543       -0.383
       -0.485       -3.290       -1.877
        2.164        1.130        2.760
        0.876        1.429        1.094
       -0.034        2.483       -2.899
       -2.007       -2.684       -2.361
        1.538        2.391        2.168
        0.034        1.204       -0.550
       -1.646        1.208        0.769
       -1.111       -1.400        1.684
        1.135       -2.422       -2.104
        1.405        1.407       -0.682
       -2.293        0.671        0.289
       -0.746       -1.511       -1.818
        1.229        0.336        2.903
       -2.422       -1.079        0.040
        2.025        0.517        0.499
        2.908        0.308        1.607
       -1.026       -0.465       -3.594
       -0.337       -1.199       -0.724
        1.939       -1.232        0.181
        1.785       -1.364       -1.523
       -0.985        1.772       -2.816
       -2.463       -2.484        0.775
        1.469        0.986        2.817
        0.114        1.304       -2.896
        1.076        0.209        1.170
       -1.278       -0.300        1.999
       -2.216       -0.647        2.688
        1.084        2.516       -2.435
       -0.247       -2.093        2.246
        0.854       -1.617        3.226
       -1.933        1.006       -2.654
       -1.235       -3.155        1.426
        0.411       -2.731        0.656
        0.093        0.774        2.978
        1.830        1.723        0.425
       -1.173       -2.371        2.888
        0.174       -2.169        2.780
       -2.064       -2.611        1.319
        1.962       -1.652       -0.342
        2.798        1.649       -0.812
        2.707       -0.571        2.429
        0.892       -0.690       -2.027
        0.783       -1.979       -1.738
        1.558        0.305       -1.009
       -0.505       -0.441       -1.342
       -1.863        0.145        0.302
       -0.644       -2.185       -1.601
        2.103       -2.304       -0.141
        1.127        2.536        1.583
       -0.694       -0.122       -2.506
        3.126        0.204        0.041
        1.269        2.194        2.775
        2.880        0.781        2.105
        1.068        0.654        1.726
        1.122        1.647        0.476
       -1.059       -0.845       -0.106
        1.703       -0.209        2.935
       -1.281       -1.513       -0.013
       -1.323        2.613        2.185
       -1.362       -2.615       -2.459
        0.706       -1.733        1.544
       -2.082        1.798        0.798
        0.437        1.981        1.136
        1.869        0.857       -0.684
        0.999        3.156        1.361
       -0.349       -1.959       -2.192
        2.447       -0.322       -0.446
       -1.162       -0.940        2.209
        1.937        2.748       -0.808
        0.610       -3.268       -1.395
        2.196        0.226        1.695
        2.052       -0.681        2.526
        0.295       -3.534        1.504
        0.970        0.332       -3.263
       -0.256        0.202       -1.428
        1.937        2.323        2.684
        0.064       -0.414        0.922
       -0.826        1.440       -1.651
        1.067        2.936       -1.869
        3.415        1.181        0.927
        1.581        1.953        1.585
