       -2.491       -0.398        0.203
        1.456       -0.412        1.644
        2.021        0.067        0.684
        2.038       -1.147        1.223
       -1.913       -1.176       -1.043
       -1.493       -0.684       -0.772
        1.167       -0.285        1.031
        0.654        0.442        0.611
        0.851        2.635       -0.237
        1.155       -0.610       -1.040
        0.766        1.962        1.475
       -1.235       -1.119       -1.268
        0.951       -2.394        0.385
        2.021       -0.135       -1.004
        1.994        0.111        1.886
        0.125        1.912        1.787
        1.783       -0.439        2.224
        0.344        0.445       -2.366
       -1.275       -0.134       -1.189
        0.181       -1.237        1.368
       -0.208        1.040        1.063
       -2.114        0.108       -2.021
       -0.183       -2.626        0.092
        0.838        2.048        0.103
       -1.843        1.225       -0.154
        2.263        0.759       -0.327
       -1.520       -1.972       -0.214
       -0.167       -1.545        1.835
        1.190       -1.503        1.926
       -0.113        1.112       -0.297
       -1.683        0.369        1.414
       -0.044        1.392        2.219
        0.353        1.347       -0.760
       -1.120        0.450        0.297
        2.387       -1.223        0.635
       -1.157       -1.472        0.066
        0.941        1.554        0.986
        1.814        0.525        0.125
       -0.446       -1.350       -0.191
       -1.352       -1.343        2.030
       -0.567       -1.066       -1.525
        2.023        1.201       -0.803
        0.072       -1.006       -1.729
        0.988        0.360        1.211
       -0.678        1.305       -2.305
        1.363        2.248       -0.401
        1.185       -1.502        0.776
       -0.535        1.821        2.086
       -0.549       -2.013       -1.627
        0.154       -0.225       -2.414
        0.858       -1.526       -0.405
       -0.931        1.801        1.513
       -0.876        1.569       -0.754
       -0.547       -0.210        1.473
        0.491       -2.585       -0.088
        2.855       -0.754        0.534
        0.409        1.741        0.590
       -2.287        0.198        1.194
       -1.613       -1.171        0.461
        0.691        1.039       -1.694
        1.436       -1.945        0.276
        0.899        1.350        0.320
        0.751       -1.756        0.285
       -0.222       -0.230       -0.093
        0.599        1.667       -1.928
       -1.941        0.676        0.877
        0.149        0.972        1.724
       -0.626       -2.296       -0.994
        2.214        0.554       -0.978
       -2.538       -0.960       -1.263
        0.307       -1.908        1.500
        1.540       -0.385        0.446
        1.110        0.501       -0.532
        0.604       -0.775        2.418
        0.498       -0.100        1.008
       -1.642       -1.568       -1.553
       -1.238       -0.350        1.404
        0.260        2.877       -0.003
       -1.705        1.230        0.517
       -1.256        0.506       -2.251
        1.765        0.306       -0.528
        1.348        1.207       -1.476
        1.177       -0.593       -2.012
        1.749        0.725        2.040
       -0.822        0.620        2.562
        1.408        0.075       -2.017
        0.152        1.423       -1.454
        1.001       -2.144       -0.232
        0.446       -0.125        2.232
        1.832        0.300       -1.472
        1.631       -0.368       -1.513
       -0.246        1.750       -0.518
       -0.498       -1.418        1.240
        1.691       -1.045        0.648
        1.765        1.691       -1.273
       -0.317       -1.489       -2.028
        0.180       -0.002        0.417
       -2.195       -0.738        1.416
        0.784       -0.060       -2.193
       -0.492        1.260       -1.645
        1.136       -0.622       -0.069
        0.310        0.527        1.212
        0.724       -0.875       -0.571
       -0.219       -1.805       -0.714
        0.333       -1.440       -2.188
       -0.292        2.520       -0.173
        1.087        0.907        2.016
        2.208       -0.579        0.486
        0.712        2.197       -1.508
        0.253        1.972       -0.996
        0.906        0.355        2.412
       -2.820       -0.891       -0.104
        0.440        0.911        0.100
       -1.006       -0.535       -1.680
       -2.554       -1.533       -0.183
        0.501        1.107       -2.359
       -1.914        0.070       -1.355
        0.178        2.794       -0.660
       -0.597        0.670       -2.053
       -1.029       -1.037        1.570
       -0.224        1.722        0.889
        0.496       -0.426       -1.065
       -1.275       -2.318       -0.728
        0.903        1.172       -0.341
        2.266       -0.592       -0.515
        0.043        0.122       -1.254
       -0.762       -0.983       -2.204
        0.466        0.882        2.318
       -2.977       -0.850       -0.742
        2.361       -0.048        1.271
        0.018       -1.764        0.896
        0.682       -2.035        0.941
        0.973       -0.869        1.853
       -0.871        1.055        1.389
       -1.125       -0.221       -0.495
       -0.807        2.222        0.269
        1.611        1.154        0.331
       -1.541        1.011        1.464
        0.017       -2.240       -1.213
        0.115       -1.986       -1.842
       -1.425       -1.844        0.593
       -0.807        0.009       -2.077
       -0.408       -0.877        1.702
       -0.916       -1.964        1.025
        0.214        2.197        1.104
        0.562       -1.525       -1.582
       -1.047       -1.184       -0.551
        1.669        0.201        1.262
        1.836        0.727        0.833
        1.996       -0.147       -0.027
